Fecha	PrecEfec	PrecAcum
24/02/2016	0	0
23/02/2016	0	0
22/02/2016	0	0
21/02/2016	0	0
20/02/2016	0	0
19/02/2016	36	54.6
18/02/2016	2.7	2.7
17/02/2016	12	12
16/02/2016	20.3	21.8
15/02/2016	0.3	0.3
14/02/2016	0	0
13/02/2016	47.2	72
12/2/2016	0	0
11/2/2016	0	0
10/2/2016	0	0
9/2/2016	0	0
8/2/2016	23.8	26.4
7/2/2016	10.3	10.3
6/2/2016	0	0
5/2/2016	0	0
4/2/2016	0	0
3/2/2016	0	0
2/2/2016	0	0
1/2/2016	0	0
31/01/2016	0	0
30/01/2016	0	0
29/01/2016	0	0
28/01/2016	0	0
27/01/2016	0	0
26/01/2016	0	0
25/01/2016	5.4	5.4
24/01/2016	2.3	2.3
23/01/2016	0	0
22/01/2016	0	0
21/01/2016	0	0
20/01/2016	0	0
19/01/2016	0	0
18/01/2016	0	0
17/01/2016	0	0
16/01/2016	0	0
15/01/2016	0	0
14/01/2016	0	0
13/01/2016	0	0
12/1/2016	6.4	6.4
11/1/2016	0	0
10/1/2016	0	0
9/1/2016	0	0
8/1/2016	0	0
7/1/2016	0	0
6/1/2016	0	0
5/1/2016	0.2	0.2
4/1/2016	10.8	10.8
3/1/2016	0	0
2/1/2016	0	0
1/1/2016	0	0
31/12/2015	0	0
30/12/2015	1.5	1.5
29/12/2015	6.4	6.4
28/12/2015	3.7	3.7
27/12/2015	0	0
26/12/2015	0	0
25/12/2015	0	0
24/12/2015	0	0
23/12/2015	21.2	34
22/12/2015	43.8	107.1
21/12/2015	34.6	58.2
20/12/2015	0	0
19/12/2015	0	0
18/12/2015	1.7	1.7
17/12/2015	47.7	141.8
16/12/2015	0	0
15/12/2015	0	0
14/12/2015	24.3	29.9
13/12/2015	0	0
12/12/2015	36.6	44.9
11/12/2015	0	0
10/12/2015	0	0
9/12/2015	2.9	2.9
8/12/2015	4	4
7/12/2015	0	0
6/12/2015	0	0
5/12/2015	0	0
4/12/2015	0	0
3/12/2015	0	0
2/12/2015	0	0
1/12/2015	0	0
30/11/2015	0	0
29/11/2015	0	0
28/11/2015	0	0
27/11/2015	19.8	20.6
26/11/2015	8.6	8.6
25/11/2015	7.9	7.9
24/11/2015	0	0
23/11/2015	0	0
22/11/2015	0	0
21/11/2015	0	0
20/11/2015	0	0
19/11/2015	3.8	3.8
18/11/2015	16	16.3
17/11/2015	18.1	18.7
16/11/2015	0	0
15/11/2015	0	0
14/11/2015	0	0
13/11/2015	0	0
12/11/2015	34.8	47.2
11/11/2015	0	0
10/11/2015	0	0
9/11/2015	29.7	34.6
8/11/2015	0	0
7/11/2015	0	0
6/11/2015	0	0
5/11/2015	0	0
4/11/2015	24.9	25.3
3/11/2015	0	0
2/11/2015	0	0
1/11/2015	0	0
31/10/2015	0	0
30/10/2015	0	0
29/10/2015	9.6	9.6
28/10/2015	0	0
27/10/2015	0	0
26/10/2015	0	0
25/10/2015	5.4	5.4
24/10/2015	8.5	8.5
23/10/2015	0	0
22/10/2015	0	0
21/10/2015	0	0
20/10/2015	0	0
19/10/2015	46	69.2
18/10/2015	3.4	3.4
17/10/2015	0	0
16/10/2015	0	0
15/10/2015	0	0
14/10/2015	0.7	0.7
13/10/2015	0	0
12/10/2015	0	0
11/10/2015	1.5	1.5
10/10/2015	5.8	5.8
9/10/2015	1.1	1.1
8/10/2015	0.1	0.1
7/10/2015	0.6	0.6
6/10/2015	21.3	21.5
5/10/2015	0	0
4/10/2015	0	0
3/10/2015	0	0
2/10/2015	0	0
1/10/2015	19.2	19.4
30/09/2015	0	0
29/09/2015	0.4	0.4
28/09/2015	7	7
27/09/2015	0	0
26/09/2015	0	0
25/09/2015	0	0
24/09/2015	3.9	3.9
23/09/2015	17.9	20.6
22/09/2015	26.5	30.2
21/09/2015	2	2
20/09/2015	23.5	23.8
19/09/2015	0	0
18/09/2015	0	0
17/09/2015	0	0
16/09/2015	0.1	0.1
15/09/2015	4.7	4.7
14/09/2015	0	0
13/09/2015	0	0
12/9/2015	0	0
11/9/2015	0	0
10/9/2015	0	0
9/9/2015	15	15.1
8/9/2015	0	0
7/9/2015	0	0
6/9/2015	0	0
5/9/2015	0	0
4/9/2015	0	0
3/9/2015	0	0
2/9/2015	0	0
1/9/2015	0	0
31/08/2015	0	0
30/08/2015	0	0
29/08/2015	0	0
28/08/2015	0	0
27/08/2015	0	0
26/08/2015	0.4	0.4
25/08/2015	2.6	2.6
24/08/2015	0	0
23/08/2015	0	0
22/08/2015	0	0
21/08/2015	0	0
20/08/2015	0	0
19/08/2015	0	0
18/08/2015	1	1
17/08/2015	27.7	49.7
16/08/2015	32.7	53.6
15/08/2015	0	0
14/08/2015	21.1	29.5
13/08/2015	5.8	5.8
12/8/2015	34.9	70.4
11/8/2015	29.7	34.6
10/8/2015	1.6	1.6
9/8/2015	1.8	1.8
8/8/2015	0	0
7/8/2015	0	0
6/8/2015	0.2	0.2
5/8/2015	0	0
4/8/2015	31.1	36.6
3/8/2015	0	0
2/8/2015	0	0
1/8/2015	0	0
31/07/2015	8.5	8.5
30/07/2015	0	0
29/07/2015	0	0
28/07/2015	0	0
27/07/2015	0	0
26/07/2015	0	0
25/07/2015	0	0
24/07/2015	0	0
23/07/2015	0	0
22/07/2015	0	0
21/07/2015	0	0
20/07/2015	0	0
19/07/2015	1.6	1.6
18/07/2015	0	0
17/07/2015	0	0
16/07/2015	0	0
15/07/2015	0	0
14/07/2015	0	0
13/07/2015	0.1	0.1
12/7/2015	0	0
11/7/2015	0	0
10/7/2015	0	0
9/7/2015	0	0
8/7/2015	0	0
7/7/2015	0	0
6/7/2015	0	0
5/7/2015	0	0
4/7/2015	0	0
3/7/2015	0	0
2/7/2015	0	0
1/7/2015	0	0
30/06/2015	0	0
29/06/2015	26.7	30.4
28/06/2015	10.3	10.3
27/06/2015	0	0
26/06/2015	0	0
25/06/2015	0	0
24/06/2015	0	0
23/06/2015	0	0
22/06/2015	1.8	1.8
21/06/2015	0	0
20/06/2015	0	0
19/06/2015	0	0
18/06/2015	0	0
17/06/2015	0	0
16/06/2015	0	0
15/06/2015	0	0
14/06/2015	0	0
13/06/2015	0	0
12/6/2015	0	0
11/6/2015	0	0
10/6/2015	0	0
9/6/2015	4.5	4.5
8/6/2015	0.1	0.1
7/6/2015	8.2	8.2
6/6/2015	0	0
5/6/2015	0	0
4/6/2015	0	0
3/6/2015	0.1	0.1
2/6/2015	0	0
1/6/2015	0	0
31/05/2015	0	0
30/05/2015	0	0
29/05/2015	0	0
28/05/2015	0	0
27/05/2015	0	0
26/05/2015	0	0
25/05/2015	0	0
24/05/2015	0	0
23/05/2015	0.6	0.6
22/05/2015	33.1	37.1
21/05/2015	0	0
20/05/2015	0	0
19/05/2015	0	0
18/05/2015	0.1	0.1
17/05/2015	0	0
16/05/2015	0	0
15/05/2015	0	0
14/05/2015	0	0
13/05/2015	0	0
12/5/2015	0	0
11/5/2015	0	0
10/5/2015	6.1	6.1
9/5/2015	1.1	1.1
8/5/2015	0	0
7/5/2015	0	0
6/5/2015	0	0
5/5/2015	0	0
4/5/2015	0	0
3/5/2015	0	0
2/5/2015	30.3	43.2
1/5/2015	22.7	23
30/04/2015	0	0
29/04/2015	0	0
28/04/2015	0	0
27/04/2015	0	0
26/04/2015	0	0
25/04/2015	0	0
24/04/2015	0	0
23/04/2015	0	0
22/04/2015	0	0
21/04/2015	0	0
20/04/2015	0	0
19/04/2015	0	0
18/04/2015	0	0
17/04/2015	4.7	4.7
16/04/2015	19.7	19.9
15/04/2015	0	0
14/04/2015	0	0
13/04/2015	0	0
12/4/2015	0	0
11/4/2015	0	0
10/4/2015	0	0
9/4/2015	0	0
8/4/2015	0	0
7/4/2015	0	0
6/4/2015	0	0
5/4/2015	0	0
4/4/2015	0	0
3/4/2015	0	0
2/4/2015	0	0
1/4/2015	0	0
31/03/2015	0	0
30/03/2015	0	0
29/03/2015	0	0
28/03/2015	0	0
27/03/2015	0	0
26/03/2015	0	0
25/03/2015	3.5	3.5
24/03/2015	0	0
23/03/2015	0	0
22/03/2015	0	0
21/03/2015	0	0
20/03/2015	0	0
19/03/2015	0	0
18/03/2015	0	0
17/03/2015	0	0
16/03/2015	0	0
15/03/2015	0	0
14/03/2015	0	0
13/03/2015	0	0
12/3/2015	0	0
11/3/2015	0	0
10/3/2015	0	0
9/3/2015	0	0
8/3/2015	0	0
7/3/2015	0	0
6/3/2015	0	0
5/3/2015	0	0
4/3/2015	0	0
3/3/2015	10.2	10.2
2/3/2015	0	0
1/3/2015	6.8	6.8
28/02/2015	0	0
27/02/2015	0	0
26/02/2015	8.1	8.1
25/02/2015	33.1	39.6
24/02/2015	4.1	4.1
23/02/2015	0.1	0.1
22/02/2015	0	0
21/02/2015	0	0
20/02/2015	0	0
19/02/2015	0.4	0.4
18/02/2015	4.1	4.1
17/02/2015	0	0
16/02/2015	0	0
15/02/2015	0	0
14/02/2015	0	0
13/02/2015	0	0
12/2/2015	0	0
11/2/2015	0	0
10/2/2015	2.9	2.9
9/2/2015	0	0
8/2/2015	0	0
7/2/2015	0	0
6/2/2015	0	0
5/2/2015	6.3	6.3
4/2/2015	0	0
3/2/2015	0	0
2/2/2015	0	0
1/2/2015	0	0
31/01/2015	0	0
30/01/2015	0	0
29/01/2015	0	0
28/01/2015	28.1	30.7
27/01/2015	0	0
26/01/2015	0	0
25/01/2015	0	0
24/01/2015	0	0
23/01/2015	0	0
22/01/2015	0	0
21/01/2015	0	0
20/01/2015	0	0
19/01/2015	27.7	38.4
18/01/2015	23.8	26.4
17/01/2015	0	0
16/01/2015	0	0
15/01/2015	0	0
14/01/2015	0.1	0.1
13/01/2015	26.4	33.2
12/1/2015	0	0
11/1/2015	1	1
10/1/2015	34.5	57.9
9/1/2015	22.9	24.3
8/1/2015	0	0
7/1/2015	0.1	0.1
6/1/2015	33	39.4
5/1/2015	0	0
4/1/2015	0	0
3/1/2015	0	0
2/1/2015	0	0
1/1/2015	1.1	1.1
31/12/2014	0	0
30/12/2014	0	0
29/12/2014	0	0
28/12/2014	0	0
27/12/2014	0	0
26/12/2014	44.6	75.6
25/12/2014	2.1	2.1
24/12/2014	0	0
23/12/2014	0	0
22/12/2014	0	0
21/12/2014	0	0
20/12/2014	49.9	78.4
19/12/2014	0	0
18/12/2014	0	0
17/12/2014	0	0
16/12/2014	11.8	11.8
15/12/2014	5.9	5.9
14/12/2014	0	0
13/12/2014	0	0
12/12/2014	0	0
11/12/2014	0	0
10/12/2014	0	0
9/12/2014	19.8	20.6
8/12/2014	12.3	12.5
7/12/2014	5.8	5.8
6/12/2014	0	0
5/12/2014	0	0
4/12/2014	0	0
3/12/2014	0	0
2/12/2014	0	0
1/12/2014	13.2	15.6
30/11/2014	30.3	48.1
29/11/2014	29.5	34.4
28/11/2014	0	0
27/11/2014	0	0
26/11/2014	0	0
25/11/2014	0	0
24/11/2014	11.8	11.8
23/11/2014	0	0
22/11/2014	0	0
21/11/2014	25	31.1
20/11/2014	21.4	21.6
19/11/2014	1.5	1.5
18/11/2014	0	0
17/11/2014	0	0
16/11/2014	0	0
15/11/2014	0	0
14/11/2014	0	0
13/11/2014	0	0
12/11/2014	0	0
11/11/2014	5.7	5.7
10/11/2014	0	0
9/11/2014	0	0
8/11/2014	0	0
7/11/2014	0	0
6/11/2014	0	0
5/11/2014	0	0
4/11/2014	0	0
3/11/2014	14.8	14.9
2/11/2014	8	8
1/11/2014	2.5	2.5
31/10/2014	0	0
30/10/2014	1.6	1.6
29/10/2014	24.1	24.4
28/10/2014	0.4	0.4
27/10/2014	0	0
26/10/2014	0	0
25/10/2014	0	0
24/10/2014	0	0
23/10/2014	0	0
22/10/2014	0	0
21/10/2014	0	0
20/10/2014	0	0
19/10/2014	0	0
18/10/2014	14	14.2
17/10/2014	0	0
16/10/2014	0	0
15/10/2014	0	0
14/10/2014	0	0
13/10/2014	0	0
12/10/2014	0	0
11/10/2014	0	0
10/10/2014	2	2
9/10/2014	40.5	65
8/10/2014	11.6	11.6
7/10/2014	0	0
6/10/2014	0.7	0.7
5/10/2014	29.1	37.6
4/10/2014	15.9	16
3/10/2014	0	0
2/10/2014	0	0
1/10/2014	0	0
30/09/2014	0	0
29/09/2014	0	0
28/09/2014	3.2	3.2
27/09/2014	0	0
26/09/2014	0	0
25/09/2014	1.2	1.2
24/09/2014	0	0
23/09/2014	1.3	1.3
22/09/2014	0	0
21/09/2014	0	0
20/09/2014	0	0
19/09/2014	0	0
18/09/2014	0	0
17/09/2014	0	0
16/09/2014	0	0
15/09/2014	0	0
14/09/2014	15.7	15.9
13/09/2014	6.7	6.7
12/9/2014	0.5	0.5
11/9/2014	0	0
10/9/2014	0.2	0.2
9/9/2014	18.9	19.6
8/9/2014	0	0
7/9/2014	0	0
6/9/2014	0.7	0.7
5/9/2014	23.9	24.2
4/9/2014	2.9	2.9
3/9/2014	0	0
2/9/2014	0.7	0.7
1/9/2014	0.9	0.9
31/08/2014	6.2	6.2
30/08/2014	0	0
29/08/2014	0	0
28/08/2014	0	0
27/08/2014	0	0
26/08/2014	0	0
25/08/2014	0	0
24/08/2014	0	0
23/08/2014	9.6	9.6
22/08/2014	0	0
21/08/2014	0	0
20/08/2014	0	0
19/08/2014	0	0
18/08/2014	0	0
17/08/2014	0	0
16/08/2014	0	0
15/08/2014	0	0
14/08/2014	0	0
13/08/2014	0	0
12/8/2014	0	0
11/8/2014	0	0
10/8/2014	2.4	2.4
9/8/2014	0	0
8/8/2014	0	0
7/8/2014	3.1	3.1
6/8/2014	0	0
5/8/2014	0	0
4/8/2014	0	0
3/8/2014	0	0
2/8/2014	0	0
1/8/2014	0	0
31/07/2014	0.1	0.1
30/07/2014	5.3	5.3
29/07/2014	0	0
28/07/2014	0	0
27/07/2014	0	0
26/07/2014	0	0
25/07/2014	0	0
24/07/2014	0.1	0.1
23/07/2014	13.2	13.2
22/07/2014	24.9	26.7
21/07/2014	0	0
20/07/2014	0	0
19/07/2014	0	0
18/07/2014	3.3	3.3
17/07/2014	3.6	3.6
16/07/2014	0	0
15/07/2014	6.2	6.2
14/07/2014	0	0
13/07/2014	2.7	2.7
12/7/2014	0	0
11/7/2014	0	0
10/7/2014	0	0
9/7/2014	0	0
8/7/2014	0	0
7/7/2014	0	0
6/7/2014	11.8	14.2
5/7/2014	52.2	84.5
4/7/2014	0	0
3/7/2014	0	0
2/7/2014	0	0
1/7/2014	0	0
30/06/2014	0	0
29/06/2014	0	0
28/06/2014	0	0
27/06/2014	0	0
26/06/2014	0	0
25/06/2014	0	0
24/06/2014	0	0
23/06/2014	0.3	0.3
22/06/2014	0	0
21/06/2014	0	0
20/06/2014	0	0
19/06/2014	0	0
18/06/2014	0	0
17/06/2014	0.2	0.2
16/06/2014	0.7	0.7
15/06/2014	0	0
14/06/2014	0	0
13/06/2014	13	13
12/6/2014	12.1	12.1
11/6/2014	22	22.3
10/6/2014	0	0
9/6/2014	0	0
8/6/2014	0.5	0.5
7/6/2014	1	1
6/6/2014	0	0
5/6/2014	4.1	4.1
4/6/2014	0.2	0.2
3/6/2014	0	0
2/6/2014	0	0
1/6/2014	0	0
31/05/2014	1.4	1.4
30/05/2014	1.2	1.2
29/05/2014	0	0
28/05/2014	0	0
27/05/2014	0	0
26/05/2014	0	0
25/05/2014	0	0
24/05/2014	0	0
23/05/2014	0	0
22/05/2014	14.3	14.4
21/05/2014	2	2
20/05/2014	0.4	0.4
19/05/2014	0	0
18/05/2014	0	0
17/05/2014	10.5	10.5
16/05/2014	1.7	1.7
15/05/2014	0	0
14/05/2014	0	0
13/05/2014	2.9	2.9
12/5/2014	5.9	5.9
11/5/2014	0	0
10/5/2014	0	0
9/5/2014	0	0
8/5/2014	0	0
7/5/2014	0	0
6/5/2014	0.1	0.1
5/5/2014	4.6	4.6
4/5/2014	5.3	5.3
3/5/2014	0	0
2/5/2014	0	0
1/5/2014	44.9	66.8
30/04/2014	0	0
29/04/2014	0	0
28/04/2014	0.2	0.2
27/04/2014	0	0
26/04/2014	0	0
25/04/2014	0	0
24/04/2014	0	0
23/04/2014	0	0
22/04/2014	0	0
21/04/2014	0	0
20/04/2014	0	0
19/04/2014	0	0
18/04/2014	0	0
17/04/2014	0	0
16/04/2014	0	0
15/04/2014	0	0
14/04/2014	0	0
13/04/2014	1.1	1.1
12/4/2014	23.3	33.5
11/4/2014	18.4	19.3
10/4/2014	0	0
9/4/2014	2.5	2.5
8/4/2014	39.4	71.1
7/4/2014	24.4	26.1
6/4/2014	0	0
5/4/2014	0	0
4/4/2014	0	0
3/4/2014	0	0
2/4/2014	0	0
1/4/2014	0.1	0.1
31/03/2014	3.9	3.9
30/03/2014	17.5	18.2
29/03/2014	16.1	16.2
28/03/2014	2.5	2.5
27/03/2014	4.2	4.2
26/03/2014	1.4	1.4
25/03/2014	0	0
24/03/2014	0	0
23/03/2014	0	0
22/03/2014	0	0
21/03/2014	0.3	0.3
20/03/2014	1.5	1.5
19/03/2014	4.5	4.5
18/03/2014	0	0
17/03/2014	5.8	5.8
16/03/2014	0	0
15/03/2014	26.2	28.3
14/03/2014	0	0
13/03/2014	0	0
12/3/2014	0	0
11/3/2014	0	0
10/3/2014	13.4	13.6
9/3/2014	0	0
8/3/2014	0	0
7/3/2014	0	0
6/3/2014	0	0
5/3/2014	27.9	30.5
4/3/2014	0.2	0.2
3/3/2014	0	0
2/3/2014	0	0
1/3/2014	0	0
28/02/2014	0	0
27/02/2014	0.5	0.5
26/02/2014	1.1	1.05
25/02/2014	16.8	16.9
24/02/2014	0	0
23/02/2014	0.3	0.3
22/02/2014	0	0
21/02/2014	0	0
20/02/2014	6.2	6.2
19/02/2014	1.9	1.9
18/02/2014	0	0
17/02/2014	0	0
16/02/2014	0	0
15/02/2014	0	0
14/02/2014	0.1	0.1
13/02/2014	10.6	10.6
12/2/2014	2.8	2.8
11/2/2014	0	0
10/2/2014	6.1	6.1
9/2/2014	0	0
8/2/2014	0	0
7/2/2014	0	0
6/2/2014	0	0
5/2/2014	34.5	69.2
4/2/2014	38.2	59.5
3/2/2014	1.4	1.4
2/2/2014	3.3	3.3
1/2/2014	29.9	42.4
31/01/2014	0	0
30/01/2014	10.6	10.6
29/01/2014	31.8	46.1
28/01/2014	29.2	32.1
27/01/2014	0.7	0.7
26/01/2014	0	0
25/01/2014	0	0
24/01/2014	0.3	0.3
23/01/2014	0	0
22/01/2014	0	0
21/01/2014	0	0
20/01/2014	0	0
19/01/2014	0	0
18/01/2014	0	0
17/01/2014	0	0
16/01/2014	0	0
15/01/2014	0	0
14/01/2014	0.4	0.4
13/01/2014	0	0
12/1/2014	0	0
11/1/2014	3.2	3.2
10/1/2014	0	0
9/1/2014	0	0
8/1/2014	23.9	25.5
7/1/2014	0	0
6/1/2014	0	0
5/1/2014	0	0
4/1/2014	0	0
3/1/2014	0.3	0.3
2/1/2014	0	0
1/1/2014	0	0
31/12/2013	4.4	4.4
30/12/2013	0	0
29/12/2013	0	0
28/12/2013	0	0
27/12/2013	0	0
26/12/2013	0	0
25/12/2013	0	0
24/12/2013	0	0
23/12/2013	0	0
22/12/2013	0	0
21/12/2013	0	0
20/12/2013	0	0
19/12/2013	0	0
18/12/2013	0	0
17/12/2013	2.2	2.2
16/12/2013	0	0
15/12/2013	0	0
14/12/2013	0	0
13/12/2013	0	0
12/12/2013	0	0
11/12/2013	0	0
10/12/2013	0	0
9/12/2013	22.6	22.9
8/12/2013	0	0
7/12/2013	0	0
6/12/2013	0	0
5/12/2013	4.4	4.4
4/12/2013	0	0
3/12/2013	0	0
2/12/2013	0	0
1/12/2013	0	0
30/11/2013	0	0
29/11/2013	0	0
28/11/2013	1	1
27/11/2013	10.5	10.5
26/11/2013	1.2	1.2
25/11/2013	0	0
24/11/2013	0	0
23/11/2013	0	0
22/11/2013	0.3	0.3
21/11/2013	0.4	0.4
20/11/2013	1.5	1.5
19/11/2013	7.2	7.2
18/11/2013	0	0
17/11/2013	0	0
16/11/2013	14.4	15.6
15/11/2013	16.9	17.5
14/11/2013	0	0
13/11/2013	0	0
12/11/2013	17.9	20.5
11/11/2013	18.1	20.8
10/11/2013	25.6	32
9/11/2013	20.8	21
8/11/2013	0	0
7/11/2013	0	0
6/11/2013	0	0
5/11/2013	0	0
4/11/2013	0	0
3/11/2013	8.8	8.8
2/11/2013	41.4	52.6
1/11/2013	2.6	2.6
31/10/2013	0	0
30/10/2013	0	0
29/10/2013	0	0
28/10/2013	0	0
27/10/2013	1.3	1.3
26/10/2013	42.9	62.6
25/10/2013	0	0
24/10/2013	0	0
23/10/2013	0	0
22/10/2013	0	0
21/10/2013	26.2	28.3
20/10/2013	0	0
19/10/2013	0	0
18/10/2013	0.4	0.4
17/10/2013	0	0
16/10/2013	0	0
15/10/2013	0	0
14/10/2013	0	0
13/10/2013	0	0
12/10/2013	0.4	0.4
11/10/2013	45.9	69.1
10/10/2013	0.1	0.1
9/10/2013	0	0
8/10/2013	0	0
7/10/2013	0	0
6/10/2013	0	0
5/10/2013	0	0
4/10/2013	0	0
3/10/2013	0	0
2/10/2013	0	0
1/10/2013	0	0
30/09/2013	0.5	0.5
29/09/2013	0	0
28/09/2013	0	0
27/09/2013	0	0
26/09/2013	0	0
25/09/2013	0	0
24/09/2013	0	0
23/09/2013	1.5	1.5
22/09/2013	0	0
21/09/2013	0	0
20/09/2013	0	0
19/09/2013	0	0
18/09/2013	0	0
17/09/2013	0.4	0.4
16/09/2013	1.5	1.5
15/09/2013	18.6	28.2
14/09/2013	43.6	64.1
13/09/2013	7.8	7.8
12/9/2013	0	0
11/9/2013	0	0
10/9/2013	0	0
9/9/2013	0	0
8/9/2013	9.8	9.8
7/9/2013	0	0
6/9/2013	0	0
5/9/2013	0	0
4/9/2013	0	0
3/9/2013	0	0
2/9/2013	0	0
1/9/2013	0	0
31/08/2013	0	0
30/08/2013	0	0
29/08/2013	0	0
28/08/2013	0	0
27/08/2013	0	0
26/08/2013	0	0
25/08/2013	0	0
24/08/2013	0	0
23/08/2013	0	0
22/08/2013	10.9	10.9
21/08/2013	0.9	0.9
20/08/2013	0	0
19/08/2013	0	0
18/08/2013	0	0
17/08/2013	0	0
16/08/2013	0	0
15/08/2013	0	0
14/08/2013	0	0
13/08/2013	0	0
12/8/2013	0	0
11/8/2013	0	0
10/8/2013	0	0
9/8/2013	4.5	4.5
8/8/2013	0	0
7/8/2013	0	0
6/8/2013	0	0
5/8/2013	0	0
4/8/2013	0	0
3/8/2013	0	0
2/8/2013	1.6	1.6
1/8/2013	0	0
31/07/2013	0	0
30/07/2013	0	0
29/07/2013	0	0
28/07/2013	0	0
27/07/2013	0	0
26/07/2013	0	0
25/07/2013	0	0
24/07/2013	0	0
23/07/2013	0.2	0.2
22/07/2013	0.2	0.2
21/07/2013	0	0
20/07/2013	0	0
19/07/2013	0	0
18/07/2013	0.3	0.3
17/07/2013	0	0
16/07/2013	0	0
15/07/2013	0	0
14/07/2013	0	0
13/07/2013	0	0
12/7/2013	6.7	6.7
11/7/2013	0.1	0.1
10/7/2013	0	0
9/7/2013	2.6	2.6
8/7/2013	0	0
7/7/2013	0	0
6/7/2013	0	0
5/7/2013	0	0
4/7/2013	24.6	25
3/7/2013	0	0
2/7/2013	0	0
1/7/2013	0	0
30/06/2013	0	0
29/06/2013	0	0
28/06/2013	0.2	0.2
27/06/2013	0	0
26/06/2013	0	0
25/06/2013	0	0
24/06/2013	0	0
23/06/2013	0	0
22/06/2013	0	0
21/06/2013	1.2	1.2
20/06/2013	0	0
19/06/2013	0	0
18/06/2013	0	0
17/06/2013	0	0
16/06/2013	0.1	0.1
15/06/2013	0	0
14/06/2013	0	0
13/06/2013	0	0
12/6/2013	0	0
11/6/2013	0	0
10/6/2013	0	0
9/6/2013	0.3	0.3
8/6/2013	0	0
7/6/2013	0	0
6/6/2013	0	0
5/6/2013	0	0
4/6/2013	0	0
3/6/2013	0	0
2/6/2013	0	0
1/6/2013	0	0
31/05/2013	0.8	0.8
30/05/2013	0	0
29/05/2013	9.8	9.8
28/05/2013	0	0
27/05/2013	0	0
26/05/2013	0	0
25/05/2013	0	0
24/05/2013	0	0
23/05/2013	0	0
22/05/2013	0.1	0.1
21/05/2013	0	0
20/05/2013	0	0
19/05/2013	3.9	3.9
18/05/2013	0	0
17/05/2013	0	0
16/05/2013	0	0
15/05/2013	0	0
14/05/2013	0	0
13/05/2013	2.4	2.4
12/5/2013	0	0
11/5/2013	5.6	5.6
10/5/2013	0	0
9/5/2013	0	0
8/5/2013	0	0
7/5/2013	0	0
6/5/2013	0	0
5/5/2013	0	0
4/5/2013	0	0
3/5/2013	27.8	50
2/5/2013	38.2	47.4
1/5/2013	2.5	2.5
30/04/2013	0	0
29/04/2013	0	0
28/04/2013	1.7	1.7
27/04/2013	0	0
26/04/2013	0	0
25/04/2013	0	0
24/04/2013	0	0
23/04/2013	0	0
22/04/2013	0	0
21/04/2013	0	0
20/04/2013	0	0
19/04/2013	0	0
18/04/2013	0	0
17/04/2013	0	0
16/04/2013	0	0
15/04/2013	0	0
14/04/2013	0	0
13/04/2013	0	0
12/4/2013	0	0
11/4/2013	35.4	43
10/4/2013	0	0
9/4/2013	0	0
8/4/2013	0	0
7/4/2013	0	0
6/4/2013	0	0
5/4/2013	0	0
4/4/2013	0	0
3/4/2013	0	0
2/4/2013	0	0
1/4/2013	4.4	4.4
31/03/2013	0	0
30/03/2013	0	0
29/03/2013	0	0
28/03/2013	0	0
27/03/2013	0	0
26/03/2013	0	0
25/03/2013	0	0
24/03/2013	0	0
23/03/2013	0	0
22/03/2013	0	0
21/03/2013	0	0
20/03/2013	18.7	18.9
19/03/2013	1.7	1.7
18/03/2013	0	0
17/03/2013	1.9	1.9
16/03/2013	0	0
15/03/2013	0	0
14/03/2013	2.5	2.5
13/03/2013	0	0
12/3/2013	0	0
11/3/2013	3.2	3.2
10/3/2013	0	0
9/3/2013	6.3	6.3
8/3/2013	0	0
7/3/2013	0	0
6/3/2013	0	0
5/3/2013	0	0
4/3/2013	0	0
3/3/2013	1	1
2/3/2013	26.1	29.6
1/3/2013	0	0
28/02/2013	0	0
27/02/2013	0	0
26/02/2013	0	0
25/02/2013	0	0
24/02/2013	37.1	45.7
23/02/2013	0	0
22/02/2013	0	0
21/02/2013	0	0
20/02/2013	13.4	13.4
19/02/2013	5.7	5.7
18/02/2013	5.5	5.5
17/02/2013	13.3	13.3
16/02/2013	16.4	16.5
15/02/2013	0	0
14/02/2013	10.9	10.9
13/02/2013	0.7	0.7
12/2/2013	0	0
11/2/2013	0	0
10/2/2013	0	0
9/2/2013	0	0
8/2/2013	0	0
7/2/2013	0	0
6/2/2013	0	0
5/2/2013	0	0
4/2/2013	0	0
3/2/2013	0	0
2/2/2013	6.4	6.4
1/2/2013	0	0
31/01/2013	0	0
30/01/2013	0	0
29/01/2013	0	0
28/01/2013	0	0
27/01/2013	0	0
26/01/2013	0	0
25/01/2013	4.2	4.2
24/01/2013	1	1
23/01/2013	0	0
22/01/2013	0	0
21/01/2013	0	0
20/01/2013	0	0
19/01/2013	0	0
18/01/2013	0	0
17/01/2013	0	0
16/01/2013	0	0
15/01/2013	0	0
14/01/2013	0	0
13/01/2013	0	0
12/1/2013	0	0
11/1/2013	0	0
10/1/2013	0	0
9/1/2013	0	0
8/1/2013	0	0
7/1/2013	1.5	1.5
6/1/2013	0	0
5/1/2013	0	0
4/1/2013	32.4	38.5
3/1/2013	0	0
2/1/2013	0	0
1/1/2013	0	0
31/12/2012	13.6	13.8
30/12/2012	0	0
29/12/2012	0	0
28/12/2012	0	0
27/12/2012	0	0
26/12/2012	6.4	6.4
25/12/2012	0	0
24/12/2012	0	0
23/12/2012	0	0
22/12/2012	0	0
21/12/2012	0	0
