Fecha	PrecEfec	PrecAcum
14/06/2006	0	0
13/06/2006	0	0
12/6/2006	0	0
11/6/2006	0	0
10/6/2006	9	9
9/6/2006	12.6	12.6
8/6/2006	0	0
7/6/2006	0	0
6/6/2006	0	0
5/6/2006	0	0
4/6/2006	11	12.6
3/6/2006	45.9	79.3
2/6/2006	1.5	1.5
1/6/2006	0	0
31/05/2006	16.7	16.8
30/05/2006	0	0
29/05/2006	5	5
28/05/2006	0	0
27/05/2006	0	0
26/05/2006	0	0
25/05/2006	0	0
24/05/2006	0	0
23/05/2006	0	0
22/05/2006	0	0
21/05/2006	0	0
20/05/2006	0	0
19/05/2006	15.3	15.4
18/05/2006	2.5	2.5
17/05/2006	0	0
16/05/2006	0	0
15/05/2006	0	0
14/05/2006	0	0
13/05/2006	0	0
12/5/2006	0	0
11/5/2006	0	0
10/5/2006	0	0
9/5/2006	0	0
8/5/2006	0	0
7/5/2006	0	0
6/5/2006	0	0
5/5/2006	0	0
4/5/2006	0	0
3/5/2006	0	0
2/5/2006	0	0
1/5/2006	0	0
30/04/2006	0	0
29/04/2006	0	0
28/04/2006	0	0
27/04/2006	0	0
26/04/2006	0	0
25/04/2006	9.2	9.2
24/04/2006	0	0
23/04/2006	0	0
22/04/2006	0	0
21/04/2006	28.5	31.2
20/04/2006	0	0
19/04/2006	0	0
18/04/2006	0	0
17/04/2006	0	0
16/04/2006	0	0
15/04/2006	4.5	4.5
14/04/2006	0.6	0.6
13/04/2006	0	0
12/4/2006	0	0
11/4/2006	0	0
10/4/2006	0	0
9/4/2006	15.5	15.6
8/4/2006	0	0
7/4/2006	0	0
6/4/2006	0	0
5/4/2006	0	0
4/4/2006	0	0
3/4/2006	0	0
2/4/2006	0	0
1/4/2006	0	0
31/03/2006	0	0
30/03/2006	0	0
29/03/2006	0	0
28/03/2006	0	0
27/03/2006	0	0
26/03/2006	0	0
25/03/2006	0	0
24/03/2006	0	0
23/03/2006	0	0
22/03/2006	0	0
21/03/2006	0	0
20/03/2006	0	0
19/03/2006	0	0
18/03/2006	30.2	33.4
17/03/2006	0	0
16/03/2006	0	0
15/03/2006	1.4	1.4
14/03/2006	0	0
13/03/2006	0	0
12/3/2006	0	0
11/3/2006	0	0
10/3/2006	0	0
9/3/2006	0	0
8/3/2006	0	0
7/3/2006	0	0
6/3/2006	0	0
5/3/2006	0	0
4/3/2006	0	0
3/3/2006	13.7	13.9
2/3/2006	1.1	1.1
1/3/2006	6.6	6.6
28/02/2006	0	0
27/02/2006	0	0
26/02/2006	0	0
25/02/2006	0.6	0.6
24/02/2006	11.5	11.5
23/02/2006	0	0
22/02/2006	0	0
21/02/2006	0	0
20/02/2006	0	0
19/02/2006	0	0
18/02/2006	0	0
17/02/2006	0	0
16/02/2006	0	0
15/02/2006	0	0
14/02/2006	0	0
13/02/2006	0	0
12/2/2006	0	0
11/2/2006	0	0
10/2/2006	0	0
9/2/2006	0	0
8/2/2006	0	0
7/2/2006	0	0
6/2/2006	0	0
5/2/2006	24.7	26.5
4/2/2006	0	0
3/2/2006	0	0
2/2/2006	0	0
1/2/2006	0	0
31/01/2006	0	0
30/01/2006	0	0
29/01/2006	0	0
28/01/2006	0	0
27/01/2006	0	0
26/01/2006	0	0
25/01/2006	0	0
24/01/2006	0	0
23/01/2006	0	0
22/01/2006	0	0
21/01/2006	0	0
20/01/2006	0	0
19/01/2006	0	0
18/01/2006	0	0
17/01/2006	2.3	2.3
16/01/2006	1.7	1.7
15/01/2006	0	0
14/01/2006	4.9	4.9
13/01/2006	40.5	65
12/1/2006	16.1	16.3
11/1/2006	8.3	8.3
10/1/2006	0	0
9/1/2006	0	0
8/1/2006	0	0
7/1/2006	0	0
6/1/2006	0	0
5/1/2006	0	0
4/1/2006	0	0
3/1/2006	0	0
2/1/2006	0	0
1/1/2006	0	0
31/12/2005	1.6	1.6
30/12/2005	0	0
29/12/2005	0	0
28/12/2005	0	0
27/12/2005	0	0
26/12/2005	0	0
25/12/2005	0	0
24/12/2005	0	0
23/12/2005	0	0
22/12/2005	0	0
21/12/2005	0	0
20/12/2005	0	0
19/12/2005	0	0
18/12/2005	0	0
17/12/2005	0	0
16/12/2005	0	0
15/12/2005	0	0
14/12/2005	0	0
13/12/2005	0	0
12/12/2005	0	0
11/12/2005	0	0
10/12/2005	0	0
9/12/2005	7.3	7.3
